Kode,Tekst,Kapitel,Kap_n,Kap_desc
DA229,Miltbrand UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA23,Svingefeber,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA230,Brucellose forårsaget af Brucella melitensis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA231,Brucellose forårsaget af Brucella abortus,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA232,Brucellose forårsaget af Brucella suis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA233,Brucellose forårsaget af Brucella canis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA238,Anden brucellose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA239,Brucellose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA24,Glanders og melioidosis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA240,Glanders,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA241,Akut eller fulminant melioidose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA242,Subakut eller kronisk melioidose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA243,Anden form for melioidose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA244,Melioidose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA25,Rottebidfeber sygdomme,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA250,Spirillose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA250A,Sodoku,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA251,Streptobacillose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA259,Rottebidfeber UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA26,Svinerosen,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA260,Kutant erysipeloid,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA267,Sepsis forårsaget af Erysipelothrix rhusiopathiae,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA268,Anden form for erysipeloid,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA269,Erysipeloid UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA27,Leptospirose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA270,Weils sygdom,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA278,Anden leptospirose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA279,Leptospirose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA28,Andre dyreoverførte bakterielle infektioner IKA,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA280,Pasteurellose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA281,Kattekradsningsfeber,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA282,Yersinia infektion udenfor mave-tarm-kanalen,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA282B,Yersinia sepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA288,Anden dyreoverført bakteriel infektion,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA289,Dyreoverført bakteriel infektion UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA30,Spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA300,Tidlig spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA301,Tuberkuloid spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA302,Borderline tuberkuloid spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA303,Borderline spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA304,Borderline lepromatøs spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA305,Lepromatøs spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA308,Anden form for spedalskhed,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA309,Spedalskhed UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA31,Sygdomme forårsaget af andre mykobakterier,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA310,Mykobakteriel lungeaffektion,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA310A,Lungeinfektion med Mycobacterium avium,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA310B,Lungeinfektion med Mycobacterium intracellularis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA310C,Lungeinfektion med Mycobacterium kansasii,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA311,Mykobakteriel hudaffektion,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA311A,Hudinfektion med Mycobacterium marinum,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA311B,Hudinfektion med Mycobacterium ulcerans,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA318,Anden mykobakteriel infektion,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA319,Mykobakteriel infektion UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA32,Listeriose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA320,Listeriose i huden,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA321,Listeriose i centralnervesystemet,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA327,Listeriasepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA328,Anden form for listeriose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA328A,Okuloglandulær listeriosis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA329,Listeriose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA33,Stivkrampe hos nyfødte,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA339,Stivkrampe hos nyfødt,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA34,Obstetrisk stivkrampe,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA349,Stivkrampe i barselsperiode,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA35,Anden form for stivkrampe,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA359,Stivkrampe IKA,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA36,Difteri,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA360,Svælgdifteri,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA360A,Tonsildifteri,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA361,Difteri i nasopharynx,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA362,Larynxdifteri,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA362A,Difterisk laryngotrakeitis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA363,Difteri i huden,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA368,Anden form for difteri,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA369,Difteri UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA37,Kighoste,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA370,Kighoste forårsaget af Bordetella pertussis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA371,Kighoste forårsaget af Bordetella parapertussis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA378,Kighoste forårsaget af anden Bordetella-type,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA379,Kighoste UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA38,Skarlagensfeber,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA389,Skarlagensfeber UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA39,Infektioner med meningokokker,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA390,Meningitis forårsaget af meningokokker,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA391,Waterhouse-Friderichsens syndrom,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA392,Akut meningokokbakteriæmi,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA392A,Meningokoksepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA393,Kronisk meningokokbakteriæmi,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA394,Meningokokbakteriæmi UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA395,Hjertesygdom forårsaget af meningokokker,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA398,Anden meningokokinfektion,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA399,Meningokokinfektion UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA40,Sepsis forårsaget af streptokokker,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA400,Sepsis forårsaget af Streptococcus A,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA401,Sepsis forårsaget af Streptococcus B,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA402,Sepsis forårsaget af Streptococcus D og Enterococcus,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA403,Sepsis forårsaget af Streptococcus pneumoniae,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA408,Anden streptokoksepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA409,Streptokoksepsis UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA41,Anden sepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA410,Sepsis forårsaget af Staphylococcus aureus,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA411,Sepsis forårsaget af anden stafylokok,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA411A,Sepsis forårsaget af koagulase-negative stafylokokker,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA412,Sepsis forårsaget af stafylokokker UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA413,Sepsis forårsaget af Haemophilus influenzae,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA414,Sepsis forårsaget af anaerob bakterie,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA415,Sepsis forårsaget af anden Gram-negativ organisme,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA415A,Sepsis forårsaget af Escherichia coli,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA418,Anden sepsis IKA,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA419,Sepsis UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA419B,Urosepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA419C,Svær sepsis,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA42,Aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA420,Pulmonal aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA421,Abdominal aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA422,Cervikofacial aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA427,Sepsis forårsaget af aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA428,Anden form for aktinomykose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA429,Aktinomykose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA43,Nocardiose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA430,Pulmonal nocardiose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA431,Kutan nocardiose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA438,Anden form for nocardiose,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
DA439,Nocardiose UNS,Kap. I: Visse infektiøse og parasitære sygdomme [DA00-DB99],I,Visse infektiøse og parasitære sygdomme [DA00-DB99]
